ward,target
21204010: Ward 10,30.7177
21204011: Ward 11,30.356277
21204012: Ward 12,32.02083
21204013: Ward 13,30.699268
21204014: Ward 14,27.085342
21204015: Ward 15,32.16845
21206001: Ward 1,30.866028
21206002: Ward 2,30.258467
21206003: Ward 3,30.395872
21206004: Ward 4,32.06759
21206005: Ward 5,33.718185
21206006: Ward 6,28.603401
21206007: Ward 7,23.799158
21206008: Ward 8,29.254921
21206009: Ward 9,29.23073
21206010: Ward 10,23.998627
21206011: Ward 11,25.444891
21206012: Ward 12,27.86695
21301001: Ward 1,26.309088
21301002: Ward 2,22.686415
21301003: Ward 3,22.52473
21301004: Ward 4,18.787773
21301005: Ward 5,7.755244
21301006: Ward 6,20.470737
21301007: Ward 7,18.630333
21301008: Ward 8,18.245178
21301009: Ward 9,19.151987
21305001: Ward 1,34.624344
21305002: Ward 2,31.117088
21305003: Ward 3,35.195484
21305004: Ward 4,30.769789
21305005: Ward 5,36.877045
21305006: Ward 6,33.17642
21305007: Ward 7,34.671257
21305008: Ward 8,31.35114
21305009: Ward 9,36.74493
21305010: Ward 10,31.853813
21305011: Ward 11,41.735764
21305012: Ward 12,36.19502
21305013: Ward 13,34.07849
21305014: Ward 14,26.146376
21305015: Ward 15,29.271933
21305016: Ward 16,35.171627
21305017: Ward 17,32.66544
21305018: Ward 18,35.37818
21305019: Ward 19,35.31584
21305020: Ward 20,36.3019
21305021: Ward 21,38.445797
21306001: Ward 1,34.113747
21306002: Ward 2,33.904808
21306003: Ward 3,34.176952
21306004: Ward 4,29.400934
21306005: Ward 5,34.52454
21306006: Ward 6,32.282898
21306007: Ward 7,34.456604
21306008: Ward 8,36.037205
21306009: Ward 9,35.882435
21306010: Ward 10,32.871532
21306011: Ward 11,28.283901
21306012: Ward 12,35.854282
21306013: Ward 13,34.545418
21306014: Ward 14,24.236462
21306015: Ward 15,27.700006
21306016: Ward 16,24.390512
21306017: Ward 17,30.665241
21307001: Ward 1,41.093372
21307002: Ward 2,38.87834
21307003: Ward 3,39.611805
21307004: Ward 4,37.319466
21307005: Ward 5,37.12343
21307006: Ward 6,38.52997
21307007: Ward 7,37.444065
21307008: Ward 8,35.94383
21307009: Ward 9,35.92156
21307010: Ward 10,31.706722
21307011: Ward 11,23.429256
21307012: Ward 12,38.693745
21307013: Ward 13,40.920055
21307014: Ward 14,37.214573
21307015: Ward 15,38.20777
21307016: Ward 16,37.39448
21307017: Ward 17,34.74524
21307018: Ward 18,34.013702
21307019: Ward 19,37.748085
21307020: Ward 20,39.09463
21308001: Ward 1,19.548393
21308002: Ward 2,30.141169
21308003: Ward 3,34.31476
21308004: Ward 4,24.237326
21308005: Ward 5,30.330011
21308006: Ward 6,32.958084
21308007: Ward 7,34.790176
21308008: Ward 8,32.52619
21308009: Ward 9,35.954674
21401001: Ward 1,30.76177
21401002: Ward 2,28.784489
21401003: Ward 3,25.109472
21401004: Ward 4,23.823317
21401005: Ward 5,29.190048
21401006: Ward 6,33.567547
21401007: Ward 7,33.34663
21401008: Ward 8,39.99785
21401009: Ward 9,32.918377
21401010: Ward 10,36.628918
21401011: Ward 11,33.766506
21401012: Ward 12,35.194016
21401013: Ward 13,38.97517
21401014: Ward 14,39.642445
21401015: Ward 15,36.935196
21401016: Ward 16,31.508366
21401017: Ward 17,24.383812
21402001: Ward 1,35.219994
21402002: Ward 2,35.676178
21402003: Ward 3,34.59647
21402004: Ward 4,33.451756
21402005: Ward 5,37.668015
21402006: Ward 6,37.588074
21402007: Ward 7,34.77142
21402008: Ward 8,26.57352
21402009: Ward 9,31.56997
21402010: Ward 10,24.362848
21402011: Ward 11,32.45841
21402012: Ward 12,31.787865
21402013: Ward 13,34.202023
21402014: Ward 14,25.736046
21402015: Ward 15,23.951506
21402016: Ward 16,23.2496
21402017: Ward 17,32.834435
21503001: Ward 1,40.942833
21503002: Ward 2,42.757816
21503003: Ward 3,44.48179
21503004: Ward 4,38.88382
21503005: Ward 5,44.36606
21503006: Ward 6,33.567654
21503007: Ward 7,39.779808
21503008: Ward 8,40.336285
21503009: Ward 9,37.25763
21503010: Ward 10,40.677853
21503011: Ward 11,38.81893
21503012: Ward 12,42.62978
21503013: Ward 13,38.225285
21503014: Ward 14,28.319977
21503015: Ward 15,21.616623
21503016: Ward 16,39.57164
21503017: Ward 17,33.32497
21503018: Ward 18,37.695496
21503019: Ward 19,30.027355
21503020: Ward 20,35.724655
21503021: Ward 21,33.1178
21503022: Ward 22,37.992657
21503023: Ward 23,42.692722
21503024: Ward 24,41.089214
21503025: Ward 25,43.93892
21503026: Ward 26,45.211815
21503027: Ward 27,38.212437
21503028: Ward 28,42.253532
21503029: Ward 29,38.740074
21503030: Ward 30,40.602005
21503031: Ward 31,40.63154
21504001: Ward 1,43.267574
21504002: Ward 2,39.24601
21504003: Ward 3,37.46413
21504004: Ward 4,38.751358
21504005: Ward 5,37.234013
21504006: Ward 6,25.966597
21504007: Ward 7,41.392097
21504008: Ward 8,39.156677
21504009: Ward 9,39.47859
21504010: Ward 10,43.747284
21504011: Ward 11,45.28019
21504012: Ward 12,41.972874
21504013: Ward 13,40.98323
21504014: Ward 14,40.164993
21504015: Ward 15,39.555996
21504016: Ward 16,40.566463
21504017: Ward 17,40.514767
21504018: Ward 18,40.64762
21504019: Ward 19,39.735226
21504020: Ward 20,38.153416
21505001: Ward 1,40.090103
21505002: Ward 2,44.721584
21505003: Ward 3,38.228264
21505004: Ward 4,37.913322
21505005: Ward 5,43.357475
21505006: Ward 6,41.83549
21505007: Ward 7,31.932915
21505008: Ward 8,37.72205
21505009: Ward 9,35.151783
21505010: Ward 10,33.916878
21505011: Ward 11,31.380272
21505012: Ward 12,26.637516
21505013: Ward 13,35.47875
21505014: Ward 14,38.15316
21505015: Ward 15,36.82139
21505016: Ward 16,42.362217
21505017: Ward 17,41.32258
21505018: Ward 18,37.09962
21505019: Ward 19,40.170155
21505020: Ward 20,42.05572
21505021: Ward 21,34.976143
21505022: Ward 22,44.587215
21505023: Ward 23,47.57099
21505024: Ward 24,41.227077
21505025: Ward 25,39.17986
21505026: Ward 26,43.648132
21505027: Ward 27,42.24419
21505028: Ward 28,41.27877
21505029: Ward 29,37.098392
21505030: Ward 30,35.757114
21505031: Ward 31,38.202526
21506001: Ward 1,38.53617
21506002: Ward 2,28.447336
21506003: Ward 3,34.88232
21506004: Ward 4,35.57072
21506005: Ward 5,37.35395
21506006: Ward 6,29.818838
21506007: Ward 7,39.02015
21506008: Ward 8,40.02736
21506009: Ward 9,37.227707
21506010: Ward 10,41.912636
21506011: Ward 11,42.453323
21506012: Ward 12,36.126236
21506013: Ward 13,40.563934
21506014: Ward 14,33.7412
21506015: Ward 15,32.40631
21506016: Ward 16,39.05023
21506017: Ward 17,39.55357
21506018: Ward 18,31.73729
21506019: Ward 19,37.393417
21506020: Ward 20,32.84986
21506021: Ward 21,34.695053
21506022: Ward 22,36.41215
21506023: Ward 23,38.090237
21506024: Ward 24,36.24677
21506025: Ward 25,37.643063
21506026: Ward 26,37.05294
21507001: Ward 1,25.95289
21507002: Ward 2,25.606594
21507003: Ward 3,25.202599
21507004: Ward 4,21.989737
21507005: Ward 5,18.998999
21507006: Ward 6,13.591156
21507007: Ward 7,19.617924
21507008: Ward 8,15.782826
21507009: Ward 9,21.625217
21507010: Ward 10,32.13483
21507011: Ward 11,30.767086
21507012: Ward 12,28.579828
21507013: Ward 13,20.635397
21507014: Ward 14,30.94734
21507015: Ward 15,36.531456
21507016: Ward 16,38.910885
21507017: Ward 17,38.880173
21507018: Ward 18,34.587677
21507019: Ward 19,36.28909
21507020: Ward 20,40.774185
21507021: Ward 21,37.117954
21507022: Ward 22,39.100666
21507023: Ward 23,38.44407
21507024: Ward 24,39.693047
21507025: Ward 25,44.247757
21507026: Ward 26,39.047707
21507027: Ward 27,45.18755
21507028: Ward 28,37.382057
21507029: Ward 29,35.792942
21507030: Ward 30,26.648983
21507031: Ward 31,37.003204
21507032: Ward 32,36.402435
21507033: Ward 33,26.779793
21507034: Ward 34,36.117496
21507035: Ward 35,36.833286
24401001: Ward 1,30.213018
24401002: Ward 2,36.093662
24401003: Ward 3,37.401127
24401004: Ward 4,38.611263
24401005: Ward 5,35.8531
24401006: Ward 6,35.496777
24401007: Ward 7,38.695957
24401008: Ward 8,37.771854
24401009: Ward 9,39.457813
24401010: Ward 10,36.53652
24401011: Ward 11,38.150753
24401012: Ward 12,37.994797
24401013: Ward 13,39.264225
24401014: Ward 14,40.298347
24401015: Ward 15,40.4055
24401016: Ward 16,37.198254
24401017: Ward 17,37.90191
24401018: Ward 18,36.58388
24401019: Ward 19,14.471022
24401020: Ward 20,28.17373
24401021: Ward 21,32.737743
24401022: Ward 22,37.050175
24401023: Ward 23,37.560986
24401024: Ward 24,36.183975
24401025: Ward 25,38.284332
24401026: Ward 26,23.753521
24402001: Ward 1,39.09825
24402002: Ward 2,43.44578
24402003: Ward 3,40.373978
24402004: Ward 4,37.26548
24402005: Ward 5,40.033802
24402006: Ward 6,39.04145
24402007: Ward 7,30.829535
24402008: Ward 8,36.719254
24402009: Ward 9,38.00468
24402010: Ward 10,44.16671
24402011: Ward 11,37.489643
24402012: Ward 12,39.43978
24402013: Ward 13,39.275246
24402014: Ward 14,41.335644
24402015: Ward 15,37.717392
24402016: Ward 16,30.561674
24402017: Ward 17,35.031372
24402018: Ward 18,25.862898
24402019: Ward 19,35.586636
24402020: Ward 20,38.754482
24402021: Ward 21,36.816025
24402022: Ward 22,30.306536
24402023: Ward 23,40.44537
24402024: Ward 24,42.354324
24402025: Ward 25,34.550518
24402026: Ward 26,40.99164
24402027: Ward 27,33.163544
24403001: Ward 1,31.098665
24403002: Ward 2,41.41059
24403003: Ward 3,38.767986
24403004: Ward 4,37.049377
24403005: Ward 5,40.3579
24403006: Ward 6,43.579098
24403007: Ward 7,38.388016
24403008: Ward 8,37.47091
24403009: Ward 9,43.158764
24403010: Ward 10,41.108643
24403011: Ward 11,42.347565
24403012: Ward 12,43.61259
24403013: Ward 13,35.17711
24403014: Ward 14,41.35463
24403015: Ward 15,43.132885
24403016: Ward 16,43.100513
24403017: Ward 17,36.14146
24403018: Ward 18,37.044914
24403019: Ward 19,41.561966
24403020: Ward 20,41.16811
24403021: Ward 21,38.25286
24403022: Ward 22,40.142235
24403023: Ward 23,35.44204
24403024: Ward 24,28.060772
24403025: Ward 25,44.807514
24403026: Ward 26,36.54462
24403027: Ward 27,42.34695
24403028: Ward 28,38.859493
24403029: Ward 29,36.7898
24403030: Ward 30,42.401726
24403031: Ward 31,39.600155
24404001: Ward 1,39.78007
24404002: Ward 2,41.74853
24404003: Ward 3,40.869686
24404004: Ward 4,43.038742
24404005: Ward 5,44.960327
24404006: Ward 6,40.450283
24404007: Ward 7,36.114647
24404008: Ward 8,35.290897
24404009: Ward 9,31.707506
24404010: Ward 10,38.755707
24404011: Ward 11,37.96961
24404012: Ward 12,38.254974
24404013: Ward 13,38.04428
24404014: Ward 14,36.22116
24404015: Ward 15,44.214264
24404016: Ward 16,39.23508
24404017: Ward 17,45.5643
29200001: Ward 1,23.660603
29200002: Ward 2,27.48432
29200003: Ward 3,16.085339
29200004: Ward 4,6.626764
29200005: Ward 5,25.927753
29200006: Ward 6,23.135435
29200007: Ward 7,27.386488
29200008: Ward 8,25.81095
29200009: Ward 9,16.164246
29200010: Ward 10,16.371761
29200011: Ward 11,26.924854
29200012: Ward 12,25.053682
29200013: Ward 13,23.64601
29200014: Ward 14,26.453081
29200015: Ward 15,15.217249
29200016: Ward 16,13.325704
29200017: Ward 17,26.798597
29200018: Ward 18,8.382515
29200019: Ward 19,15.8830805
29200020: Ward 20,25.87069
29200021: Ward 21,19.993198
29200022: Ward 22,22.936935
29200023: Ward 23,22.759327
29200024: Ward 24,27.384922
29200025: Ward 25,22.513622
29200026: Ward 26,27.183273
29200027: Ward 27,7.0518312
29200028: Ward 28,15.132476
29200029: Ward 29,18.06244
29200030: Ward 30,24.054565
29200031: Ward 31,20.106468
29200032: Ward 32,32.61808
29200033: Ward 33,29.776426
29200034: Ward 34,27.511883
29200035: Ward 35,15.762193
29200036: Ward 36,25.55951
29200037: Ward 37,14.780933
29200038: Ward 38,29.03086
29200039: Ward 39,20.10462
29200040: Ward 40,29.042688
29200041: Ward 41,20.197964
29200042: Ward 42,26.507954
29200043: Ward 43,19.480204
29200044: Ward 44,18.772657
29200045: Ward 45,24.599405
29200046: Ward 46,16.702738
29200047: Ward 47,13.924933
29200048: Ward 48,24.15555
29200049: Ward 49,31.363594
29200050: Ward 50,27.189335
29300001: Ward 1,6.684934
29300002: Ward 2,8.354307
29300003: Ward 3,6.9661484
29300004: Ward 4,20.537212
29300005: Ward 5,12.705526
29300006: Ward 6,6.1100855
29300007: Ward 7,9.754685
29300008: Ward 8,6.0524645
29300009: Ward 9,5.5137835
29300010: Ward 10,13.020012
29300011: Ward 11,11.767527
29300012: Ward 12,8.727572
29300013: Ward 13,20.318792
29300014: Ward 14,21.405867
29300015: Ward 15,23.687866
29300016: Ward 16,24.015553
29300017: Ward 17,24.05985
29300018: Ward 18,24.566875
29300019: Ward 19,26.053453
29300020: Ward 20,23.014475
29300021: Ward 21,23.208323
29300022: Ward 22,24.172512
29300023: Ward 23,19.7589
29300024: Ward 24,23.920702
29300025: Ward 25,20.010834
29300026: Ward 26,21.910416
29300027: Ward 27,24.48351
29300028: Ward 28,19.782518
29300029: Ward 29,14.606664
29300030: Ward 30,17.912064
29300031: Ward 31,14.570187
29300032: Ward 32,16.596804
29300033: Ward 33,21.268301
29300034: Ward 34,15.310935
29300035: Ward 35,14.190845
29300036: Ward 36,16.651482
29300037: Ward 37,19.448963
29300038: Ward 38,21.534084
29300039: Ward 39,5.096541
29300040: Ward 40,16.546148
29300041: Ward 41,17.920109
29300042: Ward 42,25.324871
29300043: Ward 43,23.210373
29300044: Ward 44,23.527027
29300045: Ward 45,22.62325
29300046: Ward 46,21.649183
29300047: Ward 47,23.61633
29300048: Ward 48,15.453259
29300049: Ward 49,13.917155
29300050: Ward 50,23.117525
29300051: Ward 51,6.656249
29300052: Ward 52,13.071753
29300053: Ward 53,14.663695
29300054: Ward 54,23.891018
29300055: Ward 55,24.315578
29300056: Ward 56,23.215244
29300057: Ward 57,22.810198
29300058: Ward 58,20.767668
29300059: Ward 59,17.127768
29300060: Ward 60,16.3189
10101001: Ward 1,15.341897
10101002: Ward 2,13.3420925
10101003: Ward 3,18.242159
10101004: Ward 4,14.703864
10101005: Ward 5,10.255349
10101006: Ward 6,16.067417
10101007: Ward 7,11.444772
10101008: Ward 8,14.124328
10102001: Ward 1,17.401077
10102002: Ward 2,13.290449
10102003: Ward 3,16.72806
10102004: Ward 4,12.83904
10102005: Ward 5,12.930899
10102006: Ward 6,20.537895
10103001: Ward 1,12.097582
10103002: Ward 2,16.244684
10103003: Ward 3,11.068427
10103004: Ward 4,14.298018
10103005: Ward 5,13.312349
10103006: Ward 6,7.7648554
10103007: Ward 7,11.131454
10104001: Ward 1,16.240055
10104002: Ward 2,13.154727
10104003: Ward 3,11.472092
10104004: Ward 4,16.789389
10104005: Ward 5,6.776708
10104006: Ward 6,8.006971
10104007: Ward 7,14.896138
10104008: Ward 8,5.322474
10104009: Ward 9,9.996303
10104010: Ward 10,8.673312
10104011: Ward 11,11.252209
10104012: Ward 12,15.334039
10104013: Ward 13,10.208086
10105001: Ward 1,13.405586
10105002: Ward 2,14.02196
10105003: Ward 3,12.941701
10105004: Ward 4,14.379619
10105005: Ward 5,9.777052
10105006: Ward 6,15.151669
10105007: Ward 7,16.80764
10105008: Ward 8,9.889372
10105009: Ward 9,18.540318
10105010: Ward 10,7.715592
10105011: Ward 11,16.887413
10105012: Ward 12,13.439896
10202001: Ward 1,23.4408
10202002: Ward 2,13.345244
10202003: Ward 3,11.328993
10202004: Ward 4,12.079132
10202005: Ward 5,12.03424
10202006: Ward 6,14.192888
10202007: Ward 7,15.454331
10202008: Ward 8,11.3236475
10202009: Ward 9,12.261802
10202010: Ward 10,17.772326
10202011: Ward 11,16.999838
10202012: Ward 12,15.189258
10203001: Ward 1,13.169144
10203002: Ward 2,4.990075
10203003: Ward 3,13.630407
10203004: Ward 4,6.9870124
10203005: Ward 5,18.459614
10203006: Ward 6,21.969746
10203007: Ward 7,14.2577305
10203008: Ward 8,20.690056
10203009: Ward 9,22.599728
10203010: Ward 10,16.397644
10203011: Ward 11,12.68052
10203012: Ward 12,22.17497
10203013: Ward 13,14.876795
10203014: Ward 14,17.640884
10203015: Ward 15,4.5912232
10203016: Ward 16,24.656212
10203017: Ward 17,8.911639
10203018: Ward 18,9.22518
10203019: Ward 19,7.7165637
10203020: Ward 20,12.613101
10203021: Ward 21,17.498495
10203022: Ward 22,8.55717
10203023: Ward 23,8.016325
10203024: Ward 24,20.927588
10203025: Ward 25,15.178188
10203026: Ward 26,13.956234
10203027: Ward 27,16.463287
10203028: Ward 28,8.362331
10203029: Ward 29,10.133069
10203030: Ward 30,16.814512
10203031: Ward 31,16.179575
10204001: Ward 1,14.879829
10204002: Ward 2,18.031769
10204003: Ward 3,12.283695
10204004: Ward 4,13.045525
10204005: Ward 5,12.760066
10204006: Ward 6,9.773754
10204007: Ward 7,13.832965
10204008: Ward 8,14.756581
10204009: Ward 9,16.916672
10204010: Ward 10,17.80134
10204011: Ward 11,9.476041
10204012: Ward 12,22.455256
10204013: Ward 13,14.652004
10204014: Ward 14,22.500914
10204015: Ward 15,23.244442
10204016: Ward 16,15.509613
10204017: Ward 17,7.9552407
10204018: Ward 18,19.278666
10204019: Ward 19,13.411003
10204020: Ward 20,11.9514885
10204021: Ward 21,7.750685
10204022: Ward 22,5.4695544
10205001: Ward 1,16.92433
10205002: Ward 2,21.895538
10205003: Ward 3,21.296732
10205004: Ward 4,18.687496
10205005: Ward 5,17.684786
10205006: Ward 6,7.492548
10205007: Ward 7,7.3536735
10205008: Ward 8,16.567406
10205009: Ward 9,14.759574
10205010: Ward 10,16.158413
10205011: Ward 11,13.234546
10205012: Ward 12,11.536075
10205013: Ward 13,12.702919
10205014: Ward 14,15.538841
10205015: Ward 15,5.706093
10205016: Ward 16,19.461752
10205017: Ward 17,21.664404
10205018: Ward 18,22.302465
10205019: Ward 19,17.796694
10205020: Ward 20,17.058212
10205021: Ward 21,19.2638
10206001: Ward 1,12.733343
10206002: Ward 2,13.226912
10206003: Ward 3,13.676645
10206004: Ward 4,18.449362
10206005: Ward 5,14.710137
10206006: Ward 6,12.547109
10206007: Ward 7,9.671395
10206008: Ward 8,16.116125
10206009: Ward 9,14.401014
10206010: Ward 10,24.526651
10206011: Ward 11,12.526963
10206012: Ward 12,14.924023
10304001: Ward 1,9.160421
10304002: Ward 2,12.989812
10304003: Ward 3,14.700346
10304004: Ward 4,9.326416
10304005: Ward 5,16.2877
10301001: Ward 1,12.751096
10301002: Ward 2,16.881495
10301003: Ward 3,13.647785
10301004: Ward 4,10.03481
10301005: Ward 5,12.092365
10301006: Ward 6,16.31956
10301007: Ward 7,13.931397
10301008: Ward 8,13.550196
10301009: Ward 9,18.612764
10301010: Ward 10,14.691732
10301011: Ward 11,16.527515
10301012: Ward 12,20.300978
10301013: Ward 13,16.056047
10302001: Ward 1,17.070072
10302002: Ward 2,9.069895
10302003: Ward 3,4.2304077
10302004: Ward 4,10.089978
10302005: Ward 5,17.996328
10302006: Ward 6,17.276775
10302007: Ward 7,6.4496655
10302008: Ward 8,14.730522
10302009: Ward 9,9.688333
10302010: Ward 10,11.320121
10302011: Ward 11,12.121183
10302012: Ward 12,18.322762
10302013: Ward 13,5.8998775
10303001: Ward 1,12.630422
10303002: Ward 2,11.416086
10303003: Ward 3,16.316397
10303004: Ward 4,6.5173664
10303005: Ward 5,6.5901847
10401001: Ward 1,11.9495735
10401002: Ward 2,16.650427
10401003: Ward 3,20.349371
10401004: Ward 4,11.755457
10402001: Ward 1,8.7519045
10402002: Ward 2,12.901316
10402003: Ward 3,8.277813
10402004: Ward 4,14.942132
10402005: Ward 5,12.691372
10402006: Ward 6,12.264811
10402007: Ward 7,8.099915
10402008: Ward 8,18.233744
10403001: Ward 1,21.06148
10403002: Ward 2,18.58128
10403003: Ward 3,19.901491
10403004: Ward 4,10.023823
10403005: Ward 5,6.8740835
10403006: Ward 6,5.706945
10403007: Ward 7,8.796425
10403008: Ward 8,6.7626605
10403009: Ward 9,14.86621
10403010: Ward 10,2.3644457
10403011: Ward 11,10.040692
10403012: Ward 12,17.30735
10403013: Ward 13,10.5439205
10403014: Ward 14,12.891712
10404001: Ward 1,9.638824
10404002: Ward 2,6.192873
10404003: Ward 3,6.592231
10404004: Ward 4,10.469819
10404005: Ward 5,6.813587
10404006: Ward 6,15.344755
10404007: Ward 7,15.525402
10404008: Ward 8,14.702937
10404009: Ward 9,20.565582
10404010: Ward 10,22.236244
10404011: Ward 11,16.021461
10404012: Ward 12,19.65664
10404013: Ward 13,18.607012
10404014: Ward 14,13.3580475
10404015: Ward 15,19.609081
10404016: Ward 16,11.266544
10404017: Ward 17,16.340889
10404018: Ward 18,5.708984
10404019: Ward 19,6.7446747
10404020: Ward 20,18.907938
10404021: Ward 21,18.551054
10404022: Ward 22,10.7621565
10404023: Ward 23,9.21792
10404024: Ward 24,16.747187
10404025: Ward 25,15.605189
10405001: Ward 1,8.474748
10405002: Ward 2,10.676319
10405003: Ward 3,10.085585
10405004: Ward 4,16.479015
10405005: Ward 5,18.456165
10405006: Ward 6,16.118565
10405007: Ward 7,9.554229
10405008: Ward 8,17.925846
10405009: Ward 9,21.456562
10405010: Ward 10,21.144587
10405011: Ward 11,16.29715
10405012: Ward 12,16.926971
10405013: Ward 13,16.626041
10407001: Ward 1,14.47493
10407002: Ward 2,8.496924
10407003: Ward 3,16.202984
10407004: Ward 4,15.718274
10407005: Ward 5,19.221115
10407006: Ward 6,19.521978
10407007: Ward 7,15.628842
10408001: Ward 1,13.808235
10408002: Ward 2,9.3749485
10408003: Ward 3,18.80909
10408004: Ward 4,15.961652
10408005: Ward 5,12.491765
10408006: Ward 6,17.011866
10408007: Ward 7,21.544895
10408008: Ward 8,15.573834
10408009: Ward 9,8.525746
10408010: Ward 10,4.6420383
10501001: Ward 1,14.29524
10501002: Ward 2,6.144359
10501003: Ward 3,9.54439
10501004: Ward 4,14.524194
10502001: Ward 1,13.813448
10502002: Ward 2,10.062568
10502003: Ward 3,20.78067
10502004: Ward 4,16.200153
10503001: Ward 1,23.317236
10503002: Ward 2,9.876085
10503003: Ward 3,16.460587
10503004: Ward 4,10.860717
10503005: Ward 5,18.111744
10503006: Ward 6,22.073479
10503007: Ward 7,16.86684
19100001: Ward 1,4.841124
19100002: Ward 2,5.9263935
19100003: Ward 3,4.49772
19100004: Ward 4,10.42402
19100005: Ward 5,4.5862384
19100006: Ward 6,16.825119
19100007: Ward 7,10.667147
19100008: Ward 8,6.8079643
19100009: Ward 9,12.382637
19100010: Ward 10,10.068428
19100011: Ward 11,9.863345
19100012: Ward 12,13.089176
19100013: Ward 13,15.045598
19100014: Ward 14,9.64229
19100015: Ward 15,4.6779647
19100016: Ward 16,13.284264
19100017: Ward 17,10.944224
19100018: Ward 18,20.968178
19100019: Ward 19,12.245061
19100020: Ward 20,17.933756
19100021: Ward 21,4.5064583
19100022: Ward 22,12.118783
19100023: Ward 23,4.515442
19100024: Ward 24,15.229918
19100025: Ward 25,14.645181
19100026: Ward 26,11.952805
19100027: Ward 27,7.1621513
