ward,target
21308001: Ward 1,19.281204
21308002: Ward 2,29.661287
21308003: Ward 3,33.641308
21308004: Ward 4,22.471704
21308005: Ward 5,30.27522
21308006: Ward 6,32.933075
21308007: Ward 7,36.757927
21308008: Ward 8,32.568317
21308009: Ward 9,34.984627
21401001: Ward 1,32.334087
21401002: Ward 2,27.900831
21401003: Ward 3,24.551992
21401004: Ward 4,25.790163
21401005: Ward 5,31.348465
21401006: Ward 6,34.14054
21401007: Ward 7,36.561886
21401008: Ward 8,44.167492
21401009: Ward 9,34.55274
21401010: Ward 10,38.31092
21401011: Ward 11,34.138073
21401012: Ward 12,38.437305
21401013: Ward 13,44.344006
21401014: Ward 14,44.42628
21401015: Ward 15,42.26005
21401016: Ward 16,33.03934
21401017: Ward 17,25.57573
21402001: Ward 1,38.806587
21402002: Ward 2,37.560047
21402003: Ward 3,35.033287
21402004: Ward 4,34.89326
21402005: Ward 5,37.935787
21402006: Ward 6,37.99424
21402007: Ward 7,36.38049
21402008: Ward 8,28.164076
21402009: Ward 9,33.185898
21402010: Ward 10,28.035513
21402011: Ward 11,31.342041
21402012: Ward 12,30.536463
21402013: Ward 13,34.191036
21402014: Ward 14,27.951696
21402015: Ward 15,24.13871
21402016: Ward 16,22.250181
21402017: Ward 17,33.604244
21503001: Ward 1,40.249523
21503002: Ward 2,44.49732
21503003: Ward 3,45.08096
21503004: Ward 4,39.729713
21503005: Ward 5,43.569168
21503006: Ward 6,31.779343
21503007: Ward 7,39.10144
21503008: Ward 8,39.862644
21503009: Ward 9,37.985844
21503010: Ward 10,39.154514
21503011: Ward 11,39.2524
21503012: Ward 12,42.40586
21503013: Ward 13,37.850956
21503014: Ward 14,28.860756
21503015: Ward 15,21.130974
21503016: Ward 16,39.24823
21503017: Ward 17,34.607697
21503018: Ward 18,41.28742
21503019: Ward 19,31.342794
21503020: Ward 20,34.727394
21503021: Ward 21,33.537838
21503022: Ward 22,38.37809
21503023: Ward 23,42.813763
21503024: Ward 24,42.113976
21503025: Ward 25,44.32906
21503026: Ward 26,42.5069
21503027: Ward 27,38.25876
21503028: Ward 28,39.56727
21503029: Ward 29,38.287537
21503030: Ward 30,40.61453
21503031: Ward 31,41.025448
21504001: Ward 1,42.59498
21504002: Ward 2,39.013165
21504003: Ward 3,37.209415
21504004: Ward 4,37.31364
21504005: Ward 5,34.28234
21504006: Ward 6,25.243853
21504007: Ward 7,40.803493
21504008: Ward 8,39.885273
21504009: Ward 9,40.397537
21504010: Ward 10,41.740894
21504011: Ward 11,42.233414
21504012: Ward 12,41.306385
21504013: Ward 13,43.484203
21504014: Ward 14,40.296055
21504015: Ward 15,39.093533
21504016: Ward 16,41.63745
21504017: Ward 17,41.432842
21504018: Ward 18,44.350082
21504019: Ward 19,39.804585
21504020: Ward 20,40.023895
21505001: Ward 1,41.522728
21505002: Ward 2,45.007374
21505003: Ward 3,40.959553
21505004: Ward 4,37.912685
21505005: Ward 5,45.798496
21505006: Ward 6,41.734127
21505007: Ward 7,30.533728
21505008: Ward 8,36.97941
21505009: Ward 9,34.72581
21505010: Ward 10,34.519
21505011: Ward 11,32.68633
21505012: Ward 12,32.108807
21505013: Ward 13,36.096325
21505014: Ward 14,38.757328
21505015: Ward 15,36.743603
21505016: Ward 16,42.793324
21505017: Ward 17,40.493626
21505018: Ward 18,39.84006
21505019: Ward 19,40.906902
21505020: Ward 20,42.675304
21505021: Ward 21,33.062992
21505022: Ward 22,44.033382
21505023: Ward 23,47.013443
21505024: Ward 24,42.16907
21505025: Ward 25,41.87733
21505026: Ward 26,44.96663
21505027: Ward 27,42.246227
21505028: Ward 28,41.829357
21505029: Ward 29,36.444996
21505030: Ward 30,36.671387
21505031: Ward 31,37.78445
21506001: Ward 1,43.731632
21506002: Ward 2,28.608795
21506003: Ward 3,35.53219
21506004: Ward 4,36.635826
21506005: Ward 5,37.792953
21506006: Ward 6,29.689337
21506007: Ward 7,38.388687
21506008: Ward 8,40.52042
21506009: Ward 9,36.564003
21506010: Ward 10,43.932404
21506011: Ward 11,45.54498
21506012: Ward 12,37.843037
21506013: Ward 13,42.77425
21506014: Ward 14,34.52496
21506015: Ward 15,31.09333
21506016: Ward 16,39.041157
21506017: Ward 17,39.162174
21506018: Ward 18,34.005516
21506019: Ward 19,37.448757
21506020: Ward 20,35.748615
21506021: Ward 21,35.084614
21506022: Ward 22,37.771805
21506023: Ward 23,38.11208
21506024: Ward 24,38.67333
21506025: Ward 25,40.521152
21506026: Ward 26,36.002316
21507001: Ward 1,26.047834
21507002: Ward 2,24.966484
21507003: Ward 3,25.593618
21507004: Ward 4,21.278917
21507005: Ward 5,14.717178
21507006: Ward 6,13.836089
21507007: Ward 7,20.614614
21507008: Ward 8,15.537044
21507009: Ward 9,23.617508
21507010: Ward 10,32.45119
21507011: Ward 11,33.302025
21507012: Ward 12,29.202387
21507013: Ward 13,20.577145
21507014: Ward 14,31.805923
21507015: Ward 15,37.207714
21507016: Ward 16,37.651814
21507017: Ward 17,39.50465
21507018: Ward 18,37.51823
21507019: Ward 19,36.5898
21507020: Ward 20,43.328197
21507021: Ward 21,37.393017
21507022: Ward 22,39.56205
21507023: Ward 23,37.090614
21507024: Ward 24,43.009792
21507025: Ward 25,45.49182
21507026: Ward 26,40.150932
21507027: Ward 27,45.79629
21507028: Ward 28,36.833473
21507029: Ward 29,34.26221
21507030: Ward 30,29.085793
21507031: Ward 31,37.580452
21507032: Ward 32,35.375607
21507033: Ward 33,29.336258
21507034: Ward 34,38.808796
21507035: Ward 35,36.138065
24401001: Ward 1,28.967691
24401002: Ward 2,35.77152
24401003: Ward 3,37.763554
24401004: Ward 4,38.350418
24401005: Ward 5,37.724842
24401006: Ward 6,37.33965
24401007: Ward 7,37.77571
24401008: Ward 8,37.68732
24401009: Ward 9,40.24212
24401010: Ward 10,38.15135
24401011: Ward 11,37.977924
24401012: Ward 12,38.418667
24401013: Ward 13,36.24034
24401014: Ward 14,39.150898
24401015: Ward 15,41.25468
24401016: Ward 16,39.410194
24401017: Ward 17,39.395126
24401018: Ward 18,36.173244
24401019: Ward 19,16.766998
24401020: Ward 20,30.256796
24401021: Ward 21,32.5865
24401022: Ward 22,35.149105
24401023: Ward 23,40.541996
24401024: Ward 24,37.67365
24401025: Ward 25,37.460213
24401026: Ward 26,25.529867
24402001: Ward 1,38.390903
24402002: Ward 2,42.56988
24402003: Ward 3,39.595024
24402004: Ward 4,37.615437
24402005: Ward 5,40.30935
24402006: Ward 6,41.145805
24402007: Ward 7,29.795752
24402008: Ward 8,37.535225
24402009: Ward 9,36.78316
24402010: Ward 10,43.89896
24402011: Ward 11,39.496212
24402012: Ward 12,40.82263
24402013: Ward 13,41.142727
24402014: Ward 14,43.020172
24402015: Ward 15,36.603806
24402016: Ward 16,31.630072
24402017: Ward 17,33.972027
24402018: Ward 18,24.884394
24402019: Ward 19,37.21937
24402020: Ward 20,37.53124
24402021: Ward 21,37.902256
24402022: Ward 22,31.887434
24402023: Ward 23,42.04882
24402024: Ward 24,42.049007
24402025: Ward 25,34.769855
24402026: Ward 26,41.841805
24402027: Ward 27,31.391695
24403001: Ward 1,31.97645
24403002: Ward 2,43.37799
24403003: Ward 3,39.64288
24403004: Ward 4,39.25185
24403005: Ward 5,39.52156
24403006: Ward 6,41.002453
24403007: Ward 7,38.80902
24403008: Ward 8,38.498554
24403009: Ward 9,40.92007
24403010: Ward 10,40.561512
24403011: Ward 11,44.158894
24403012: Ward 12,44.7739
24403013: Ward 13,35.557087
24403014: Ward 14,42.75572
24403015: Ward 15,43.49295
24403016: Ward 16,43.45811
24403017: Ward 17,36.406506
24403018: Ward 18,38.8128
24403019: Ward 19,40.205486
24403020: Ward 20,40.525402
24403021: Ward 21,40.325413
24403022: Ward 22,39.364002
24403023: Ward 23,35.60995
24403024: Ward 24,27.53438
24403025: Ward 25,46.262325
24403026: Ward 26,36.509098
24403027: Ward 27,43.631954
24403028: Ward 28,40.82133
24403029: Ward 29,38.008675
24403030: Ward 30,41.76596
24403031: Ward 31,38.740593
24404001: Ward 1,38.34462
24404002: Ward 2,42.754314
24404003: Ward 3,42.492542
24404004: Ward 4,41.325764
24404005: Ward 5,44.82095
24404006: Ward 6,41.52165
24404007: Ward 7,38.942017
24404008: Ward 8,38.831715
24404009: Ward 9,31.692621
24404010: Ward 10,38.87736
24404011: Ward 11,38.283894
24404012: Ward 12,39.4839
24404013: Ward 13,38.29676
24404014: Ward 14,36.657673
24404015: Ward 15,44.757614
24404016: Ward 16,40.62241
24404017: Ward 17,44.575607
29200001: Ward 1,22.386126
29200002: Ward 2,23.44753
29200003: Ward 3,17.263023
29200004: Ward 4,6.283804
29200005: Ward 5,25.581854
29200006: Ward 6,25.713074
29200007: Ward 7,27.022873
29200008: Ward 8,25.469376
29200009: Ward 9,16.131031
29200010: Ward 10,18.220316
29200011: Ward 11,26.012075
29200012: Ward 12,25.361818
29200013: Ward 13,25.284843
29200014: Ward 14,24.018875
29200015: Ward 15,14.858895
29200016: Ward 16,13.664134
29200017: Ward 17,25.595972
29200018: Ward 18,7.792389
29200019: Ward 19,16.294289
29200020: Ward 20,24.395914
29200021: Ward 21,19.812433
29200022: Ward 22,21.790361
29200023: Ward 23,22.286722
29200024: Ward 24,28.422686
29200025: Ward 25,21.174614
29200026: Ward 26,29.614191
29200027: Ward 27,7.765145
29200028: Ward 28,15.407138
29200029: Ward 29,17.755047
29200030: Ward 30,24.782616
29200031: Ward 31,19.161322
29200032: Ward 32,32.726494
29200033: Ward 33,30.703745
29200034: Ward 34,27.807726
29200035: Ward 35,15.6303835
29200036: Ward 36,27.052444
29200037: Ward 37,15.382304
29200038: Ward 38,29.689707
29200039: Ward 39,19.666565
29200040: Ward 40,29.752945
29200041: Ward 41,20.060331
29200042: Ward 42,24.80675
29200043: Ward 43,18.1236
29200044: Ward 44,18.543888
29200045: Ward 45,23.284561
29200046: Ward 46,15.268388
29200047: Ward 47,16.541777
29200048: Ward 48,23.215498
29200049: Ward 49,32.318142
29200050: Ward 50,27.01513
29300001: Ward 1,7.019299
29300002: Ward 2,9.615232
29300003: Ward 3,6.9463506
29300004: Ward 4,19.65597
29300005: Ward 5,13.73106
29300006: Ward 6,5.233281
29300007: Ward 7,10.494415
29300008: Ward 8,5.5745163
29300009: Ward 9,5.0977683
29300010: Ward 10,13.998971
29300011: Ward 11,13.25015
29300012: Ward 12,8.87237
29300013: Ward 13,21.894728
29300014: Ward 14,21.563368
29300015: Ward 15,23.613548
29300016: Ward 16,22.847878
29300017: Ward 17,23.702002
29300018: Ward 18,24.688454
29300019: Ward 19,25.249008
29300020: Ward 20,24.3808
29300021: Ward 21,22.130354
29300022: Ward 22,22.83111
29300023: Ward 23,19.901022
29300024: Ward 24,23.019632
29300025: Ward 25,19.690031
29300026: Ward 26,20.937216
29300027: Ward 27,25.388346
29300028: Ward 28,19.880533
29300029: Ward 29,15.756743
29300030: Ward 30,19.29788
29300031: Ward 31,16.55881
29300032: Ward 32,17.597149
29300033: Ward 33,22.46782
29300034: Ward 34,16.059805
29300035: Ward 35,15.582084
29300036: Ward 36,17.105387
29300037: Ward 37,20.223001
29300038: Ward 38,22.287481
29300039: Ward 39,5.791429
29300040: Ward 40,16.34101
29300041: Ward 41,18.472937
29300042: Ward 42,24.78343
29300043: Ward 43,21.840376
29300044: Ward 44,23.012114
29300045: Ward 45,22.912516
29300046: Ward 46,22.210333
29300047: Ward 47,23.416494
29300048: Ward 48,16.10769
29300049: Ward 49,14.569997
29300050: Ward 50,22.957495
29300051: Ward 51,7.10634
29300052: Ward 52,13.170205
29300053: Ward 53,14.918278
29300054: Ward 54,23.98828
29300055: Ward 55,22.964935
29300056: Ward 56,22.911951
29300057: Ward 57,23.148096
29300058: Ward 58,20.648493
29300059: Ward 59,17.249834
29300060: Ward 60,17.116356
10101001: Ward 1,15.703691
10101002: Ward 2,14.390117
10101003: Ward 3,18.709436
10101004: Ward 4,16.731585
10101005: Ward 5,11.243351
10101006: Ward 6,17.269245
10101007: Ward 7,12.770835
10101008: Ward 8,13.852952
10102001: Ward 1,18.50918
10102002: Ward 2,13.895051
10102003: Ward 3,17.620436
10102004: Ward 4,15.87482
10102005: Ward 5,14.499551
10102006: Ward 6,22.249811
10103001: Ward 1,12.513955
10103002: Ward 2,18.640894
10103003: Ward 3,11.922427
10103004: Ward 4,16.242243
10103005: Ward 5,15.437786
10103006: Ward 6,8.533024
10103007: Ward 7,11.860702
10104001: Ward 1,14.973004
10104002: Ward 2,15.3426285
10104003: Ward 3,14.192336
10104004: Ward 4,17.712488
10104005: Ward 5,7.1404705
10104006: Ward 6,7.403091
10104007: Ward 7,15.535362
10104008: Ward 8,5.881708
10104009: Ward 9,12.767407
10104010: Ward 10,9.948478
10104011: Ward 11,10.723931
10104012: Ward 12,16.747107
10104013: Ward 13,10.635333
10105001: Ward 1,12.358495
10105002: Ward 2,14.406128
10105003: Ward 3,14.117188
10105004: Ward 4,15.010715
10105005: Ward 5,9.378154
10105006: Ward 6,16.426626
10105007: Ward 7,16.2502
10105008: Ward 8,10.2315645
10105009: Ward 9,18.99692
10105010: Ward 10,7.3976574
10105011: Ward 11,17.425854
10105012: Ward 12,15.154128
10202001: Ward 1,23.728737
10202002: Ward 2,15.174184
10202003: Ward 3,13.008222
10202004: Ward 4,13.717515
10202005: Ward 5,13.68835
10202006: Ward 6,16.34841
10202007: Ward 7,16.740602
10202008: Ward 8,12.138011
10202009: Ward 9,13.238093
10202010: Ward 10,18.137331
10202011: Ward 11,16.915041
10202012: Ward 12,12.8007765
10203001: Ward 1,14.889379
10203002: Ward 2,5.0816693
10203003: Ward 3,14.816571
10203004: Ward 4,7.046244
10203005: Ward 5,18.568285
10203006: Ward 6,22.083612
10203007: Ward 7,15.343578
10203008: Ward 8,20.50519
10203009: Ward 9,21.44293
10203010: Ward 10,15.899713
10203011: Ward 11,14.804623
10203012: Ward 12,21.704765
10203013: Ward 13,16.529524
10203014: Ward 14,18.339872
10203015: Ward 15,5.4798284
10203016: Ward 16,24.619043
10203017: Ward 17,8.939928
10203018: Ward 18,12.332253
10203019: Ward 19,6.858328
10203020: Ward 20,14.23436
10203021: Ward 21,18.229668
10203022: Ward 22,8.709276
10203023: Ward 23,8.611247
10203024: Ward 24,23.423706
10203025: Ward 25,15.784168
10203026: Ward 26,14.488355
10203027: Ward 27,17.739408
10203028: Ward 28,10.693951
10203029: Ward 29,10.91515
10203030: Ward 30,17.23607
10203031: Ward 31,17.177267
10204001: Ward 1,17.272158
10204002: Ward 2,14.862225
10204003: Ward 3,14.956008
10204004: Ward 4,13.171112
10204005: Ward 5,13.246895
10204006: Ward 6,11.83533
10204007: Ward 7,16.236654
10204008: Ward 8,11.744893
10204009: Ward 9,13.490761
10204010: Ward 10,18.297174
10204011: Ward 11,12.087285
10204012: Ward 12,24.368835
10204013: Ward 13,16.663704
10204014: Ward 14,23.375769
10204015: Ward 15,24.55356
10204016: Ward 16,16.092762
10204017: Ward 17,9.090302
10204018: Ward 18,20.433668
10204019: Ward 19,14.997154
10204020: Ward 20,13.579175
10204021: Ward 21,8.6969185
10204022: Ward 22,5.911263
10205001: Ward 1,17.346355
10205002: Ward 2,17.190525
10205003: Ward 3,20.64164
10205004: Ward 4,18.551828
10205005: Ward 5,17.959503
10205006: Ward 6,6.625404
10205007: Ward 7,7.1016927
10205008: Ward 8,18.057058
10205009: Ward 9,15.093135
10205010: Ward 10,17.779654
10205011: Ward 11,14.373459
10205012: Ward 12,13.186367
10205013: Ward 13,12.683037
10205014: Ward 14,15.846576
10205015: Ward 15,7.116981
10205016: Ward 16,20.455387
10205017: Ward 17,27.116915
10205018: Ward 18,21.508883
10205019: Ward 19,18.56784
10205020: Ward 20,17.594944
10205021: Ward 21,19.586601
10206001: Ward 1,12.573033
10206002: Ward 2,14.727356
10206003: Ward 3,16.055048
10206004: Ward 4,20.981846
10206005: Ward 5,13.851746
10206006: Ward 6,13.722957
10206007: Ward 7,11.828544
10206008: Ward 8,16.488153
10206009: Ward 9,15.412185
10206010: Ward 10,26.145979
10206011: Ward 11,14.128753
10206012: Ward 12,16.274319
10304001: Ward 1,9.777733
10304002: Ward 2,14.177386
10304003: Ward 3,16.08306
10304004: Ward 4,9.804917
10304005: Ward 5,16.358301
10301001: Ward 1,13.937302
10301002: Ward 2,15.773712
10301003: Ward 3,15.28651
10301004: Ward 4,11.213773
10301005: Ward 5,14.24035
10301006: Ward 6,16.770327
10301007: Ward 7,14.102244
10301008: Ward 8,15.2718935
10301009: Ward 9,19.800972
10301010: Ward 10,15.120006
10301011: Ward 11,15.769646
10301012: Ward 12,19.709972
10301013: Ward 13,16.006647
10302001: Ward 1,17.154076
10302002: Ward 2,9.409715
10302003: Ward 3,4.5808425
10302004: Ward 4,12.055491
10302005: Ward 5,15.48713
10302006: Ward 6,15.12767
10302007: Ward 7,5.1262407
10302008: Ward 8,14.885601
10302009: Ward 9,7.4465632
10302010: Ward 10,11.407987
10302011: Ward 11,12.773698
10302012: Ward 12,17.687212
10302013: Ward 13,4.9793086
10303001: Ward 1,12.664208
10303002: Ward 2,13.306766
10303003: Ward 3,16.395777
10303004: Ward 4,7.548387
10303005: Ward 5,8.397538
10401001: Ward 1,12.534396
10401002: Ward 2,15.751572
10401003: Ward 3,20.364824
10401004: Ward 4,11.689097
10402001: Ward 1,8.78493
10402002: Ward 2,13.440353
10402003: Ward 3,7.027597
10402004: Ward 4,15.064426
10402005: Ward 5,12.522058
10402006: Ward 6,14.129913
10402007: Ward 7,10.185092
10402008: Ward 8,18.807394
10403001: Ward 1,20.658627
10403002: Ward 2,20.279669
10403003: Ward 3,19.559837
10403004: Ward 4,8.805139
10403005: Ward 5,5.7664223
10403006: Ward 6,5.680513
10403007: Ward 7,9.765378
10403008: Ward 8,8.119983
10403009: Ward 9,15.5517235
10403010: Ward 10,4.615081
10403011: Ward 11,11.7386675
10403012: Ward 12,17.104164
10403013: Ward 13,13.827248
10403014: Ward 14,14.786836
10404001: Ward 1,11.783881
10404002: Ward 2,5.1930084
10404003: Ward 3,5.1749043
10404004: Ward 4,10.065326
10404005: Ward 5,6.965845
10404006: Ward 6,16.142078
10404007: Ward 7,15.324046
10404008: Ward 8,16.589075
10404009: Ward 9,20.965864
10404010: Ward 10,23.128906
10404011: Ward 11,16.712385
10404012: Ward 12,18.323185
10404013: Ward 13,19.086674
10404014: Ward 14,14.723537
10404015: Ward 15,21.297316
10404016: Ward 16,13.870563
10404017: Ward 17,16.309235
10404018: Ward 18,5.0888295
10404019: Ward 19,7.269245
10404020: Ward 20,19.381191
10404021: Ward 21,19.601343
10404022: Ward 22,10.000525
10404023: Ward 23,10.856289
10404024: Ward 24,16.471777
10404025: Ward 25,15.75436
10405001: Ward 1,10.144318
10405002: Ward 2,8.819783
10405003: Ward 3,10.669918
10405004: Ward 4,18.773174
10405005: Ward 5,19.731846
10405006: Ward 6,17.080187
10405007: Ward 7,12.031526
10405008: Ward 8,20.795362
10405009: Ward 9,23.0402
10405010: Ward 10,22.106142
10405011: Ward 11,16.990747
10405012: Ward 12,17.763826
10405013: Ward 13,16.446526
10407001: Ward 1,14.951424
10407002: Ward 2,9.37116
10407003: Ward 3,15.30761
10407004: Ward 4,16.22468
10407005: Ward 5,17.40193
10407006: Ward 6,19.217146
10407007: Ward 7,15.459706
10408001: Ward 1,14.680363
10408002: Ward 2,8.60407
10408003: Ward 3,18.317331
10408004: Ward 4,15.871937
10408005: Ward 5,12.592534
10408006: Ward 6,17.390406
10408007: Ward 7,20.875883
10408008: Ward 8,15.723343
10408009: Ward 9,9.70169
10408010: Ward 10,6.083187
10501001: Ward 1,16.518362
10501002: Ward 2,8.092177
10501003: Ward 3,7.7562623
10501004: Ward 4,14.1748
10502001: Ward 1,14.176594
10502002: Ward 2,10.268997
10502003: Ward 3,21.758436
10502004: Ward 4,16.8845
10503001: Ward 1,22.603548
10503002: Ward 2,11.399532
10503003: Ward 3,20.035746
10503004: Ward 4,13.827567
10503005: Ward 5,19.726542
10503006: Ward 6,24.82872
10503007: Ward 7,18.375444
19100001: Ward 1,4.5301046
19100002: Ward 2,6.5847716
19100003: Ward 3,5.3028636
19100004: Ward 4,9.464055
19100005: Ward 5,5.1795506
19100006: Ward 6,16.564985
19100007: Ward 7,11.331631
19100008: Ward 8,7.0401344
19100009: Ward 9,13.499264
19100010: Ward 10,10.607717
19100011: Ward 11,11.8396845
19100012: Ward 12,14.057298
19100013: Ward 13,17.253164
19100014: Ward 14,10.827946
19100015: Ward 15,5.2414193
19100016: Ward 16,15.857059
19100017: Ward 17,12.4956665
19100018: Ward 18,22.748598
19100019: Ward 19,15.011833
19100020: Ward 20,19.097603
19100021: Ward 21,4.9760814
19100022: Ward 22,13.831249
19100023: Ward 23,5.0122647
19100024: Ward 24,17.221914
19100025: Ward 25,15.375678
19100026: Ward 26,12.753478
19100027: Ward 27,7.718947
19100028: Ward 28,15.334072
