,ADM4_PCODE,NL,car_00,car_01,dw_00,dw_01,dw_02,dw_03,dw_04,dw_05,dw_06,dw_07,dw_08,dw_09,dw_10,dw_11,dw_12,dw_13,houdivind,lan_00,lan_01,lan_02,lan_03,lan_04,lan_05,lan_06,lan_07,lan_08,lan_09,lan_10,lan_11,lan_12,lan_13,lan_14,lat,lgt_00,lln_00,lln_01,lon,pg_00,pg_01,pg_02,pg_03,pg_04,psa_00,psa_01,psa_02,psa_03,psa_04,pw_00,pw_01,pw_02,pw_03,pw_04,pw_05,pw_06,pw_07,pw_08,stv_00,stv_01,target,total_households,total_individuals,ward,cluster
10,ZA4162005,0.0,0.22730919800000002,0.7726908020000001,0.9464382114,0.0019697094,0.0006409755000000001,0.0,0.0007576653,0.0012468745,0.0030172588,0.018436833,0.0232323517,0.0013636873,0.0007576653,0.0021387679,0.0,0.0,32.57220682084021,0.42694584329999996,0.023598316,0.00039773120000000003,0.3067343449,0.0031791134999999996,0.0018626826,0.1856285552,0.0237289981,0.0072751003,0.0,0.0002342879,0.0,0.0035107628999999996,0.0,0.016904264,-30.137367567800002,0.9047177656000001,0.1275899358,0.8724100642,25.3856945906,0.6391960177,0.2703001316,0.0045624208000000005,0.08431070689999999,0.001630723,0.22406720989999998,0.6396432679999999,0.0,0.0061512909,0.13013823119999998,0.5187725289,0.4275879749,0.010983396999999999,0.0090611233,0.0024414819,0.0021213526999999998,0.029032141299999998,0.0,0.0,0.268595029,0.7314049709999999,18.915247896700002,1869.05745,5738.19717,41602005: Ward 5,2
11,ZA4162006,1.7539916338,0.2021850327,0.7978149673,0.9174689,0.0015678832999999998,0.018096358700000002,0.0019189719,0.0084396425,0.0,0.0083325453,0.0123741071,0.0242095194,0.006258337199999999,0.0,0.0013337347,0.0,0.0,33.7814659328682,0.2500564822,0.025319796000000002,0.0038583643,0.11043999089999999,0.0030886090000000004,0.001939995,0.5112359050999999,0.06381513,0.0075198124,0.0,0.0009599989,0.00019672599999999999,0.0084785581,0.0,0.0130906322,-29.7640846637,0.9510691854000001,0.0651352599,0.9348647401000001,25.4320672698,0.8092997062,0.124765129,0.0046520616,0.0558481538,0.005434949499999999,0.2892843819,0.5609299573,0.0007644336,0.0291527348,0.1198684925,0.49923391219999996,0.48188709979999994,0.0058526459,0.0005391908,0.0011872923,0.0,0.011299858999999999,0.0,0.0,0.5103383683,0.48966163170000004,23.3392127794,1935.4374300000002,5729.28787,41602006: Ward 6,2
12,ZA4162007,0.0,0.24816455,0.75183545,0.8592591629,0.0036697924,0.0035030284999999998,0.0006204542,0.0006204542,0.0,0.0086675626,0.015889589,0.1024402288,0.0027316565999999996,0.0,0.0025980708,0.0,0.0,32.83429078300742,0.5142856056,0.0120987518,0.0019267058,0.1155717984,0.0027571790000000002,0.0013808003,0.25709540399999997,0.054406978499999994,0.0026608971,0.0001898191,0.000235043,0.0,0.0032986945,0.0,0.034092323,-29.5043227013,0.8762727194,0.10598245769999999,0.8940175423000001,25.5603030382,0.6897772475,0.19291040809999999,0.0034010344,0.1111418402,0.0027694698,0.2330698096,0.6020471457,0.0,0.017440316,0.1474427286,0.4130387733,0.5095419779,0.0537119283,0.0149798018,0.0023600837,0.0013744942,0.0049929407,0.0,0.0,0.198961351,0.8010386490000001,18.927364697799998,1878.04354,5719.76277,41602007: Ward 7,2
13,ZA4162008,1.6149658663,0.18926667670000002,0.8107333233,0.7951175313,0.002446277,0.0013028802,0.0005221595,0.0,0.0018581498000000002,0.0032876558000000003,0.058910571200000005,0.1309310391,0.000714753,0.0,0.0049089829,0.0,0.0,30.669952862046014,0.25583234,0.011603918999999999,0.0008530232,0.1356489576,0.0036607096,0.0047271081,0.5163090928,0.0191934955,0.0075496476,0.0016425353,0.0017847618,0.0010834373,0.0059003243999999995,0.0,0.034210647999999996,-29.7498587017,0.9556730303000001,0.1016603925,0.8983396075,25.8954226945,0.7579489133,0.1662956857,0.0035066131,0.06817964950000001,0.0040691383000000005,0.2973183049,0.528279767,0.0001744743,0.026977131499999998,0.1472503223,0.4039702254,0.5876797345,0.0025233639,0.0016655563,0.0,0.0,0.0041611199,0.0,0.0,0.1915106847,0.8084893153,22.099416429899996,1981.2719100000002,6459.97703,41602008: Ward 8,2
14,ZA4163001,2.5436502124,0.0728702456,0.9271297544,0.6369681107,0.0031749026,0.0021602867,0.0,0.0,0.0008309725,0.0,0.2344743236,0.1209533683,0.0,0.0,0.0014380356,0.0,0.0,27.570112704485016,0.0120312809,0.0068203258,0.0010956946000000001,0.23459156050000002,0.0023659613,0.0014161454,0.7281810115,0.0023309666,0.0104112829,0.00017504119999999998,0.0,0.0,0.0005807291,0.0,0.0,-30.285249745,0.8945925275,0.0139628221,0.9860371779000001,27.1098106727,0.9970345187999999,0.0010892558,0.0009308116,0.00018234240000000002,0.0007630715,0.3368569057,0.5174883351,0.00035008239999999996,0.010736014399999999,0.1345686623,0.3447288421,0.6326625006000001,0.0021217929000000003,0.0,0.0,0.0,0.0204868644,0.0,0.0,0.0531855773,0.9468144226999999,33.262138444899996,1704.1719699999999,6181.22961,41603001: Ward 1,2
15,ZA4163002,0.0,0.2716181244,0.7283818756,0.914011595,0.0020710913,0.008278521899999999,0.0,0.0,0.0072713228000000005,0.0134224,0.0287121749,0.0177223457,0.0016378757,0.0018255661999999999,0.0050471067,0.0,0.0,29.953653162766074,0.1210037286,0.0138910368,0.0010812681,0.3044547856,0.0031748833,0.00014731,0.4762310046,0.0050843487,0.0093621343,0.0006294417,0.0,0.0007722363,0.0043331509,0.0,0.0598346711,-30.449904972800002,0.9245745409999999,0.1098569676,0.8901430323999999,26.5928536712,0.8619641396,0.0247599112,0.0028802822999999997,0.1062301657,0.0041655012,0.2931379829,0.5282631382,0.0002997256,0.0108091198,0.1674900336,0.4342565065,0.5375716559,0.01395414,0.0061322022,0.0012829052,0.0027824001,0.0040201901,0.0,0.0,0.2345900943,0.7654099056999999,20.3606821564,2207.67672,7370.30875,41603002: Ward 2,2
16,ZA4163003,2.1051553331,0.1201015117,0.8798984883,0.8239764064,0.0054462279,0.0057029221,0.0005081815,0.0,0.011470778000000001,0.0041247516,0.08260421030000001,0.0642029001,0.0013912386,0.0,0.0005723833,0.0,0.0,32.27621406357674,0.056481965099999996,0.0081445251,0.0007004766,0.18993477690000002,0.0013081502,0.0012416102,0.7170980204,0.0013191595999999999,0.0105036517,0.0001715416,0.0001715416,0.0001756463,0.0024434714,0.0,0.0103054634,-30.3155348566,0.8543712013,0.059237861399999994,0.9407621386,27.159284432899998,0.9454035493999999,0.0058271022,0.0014819145000000001,0.0466714335,0.0006160004,0.28244050719999997,0.5744240211,0.0,0.0146658857,0.128469586,0.3019382954,0.6354617273,0.0373965729,0.0066173483,0.0034023022,0.0025361183,0.012647635700000001,0.0,0.0,0.11871519009999999,0.8812848098999999,27.47352974,2035.76863,6307.33402,41603003: Ward 3,2
17,ZA4163004,0.0,0.1349638949,0.8650361051000001,0.9080614173999999,0.0011974298,0.0011321319999999999,0.0014154223,0.0,0.025884461299999998,0.0096216474,0.021446498799999998,0.0189069406,0.0022967979,0.0028308446,0.0072064079000000005,0.0,0.0,33.55666567807123,0.1158663832,0.0086838961,0.00037157769999999996,0.2504341108,0.0022805547,0.0,0.603847543,0.0027240390999999997,0.0149629545,0.0,0.000828941,0.0,0.0,0.0,0.0,-30.122012953600002,0.9371272906,0.0603670845,0.9396329154999999,26.7582204656,0.8903575252,0.0649357476,0.0016052844,0.0422988005,0.0008026422,0.27667345600000004,0.601599482,0.0,0.0057712474,0.11595581460000001,0.25054426420000003,0.7245696824,0.0154809493,0.0011974298,0.0,0.0,0.0082076744,0.0,0.0,0.1326436286,0.8673563714,20.1054518217,1000.4929099999999,2981.50275,41603004: Ward 4,2
18,ZA4163005,2.1248756073,0.3220689517,0.6779310483,0.8586474264,0.0007507567999999999,0.017087750500000002,0.0,0.0,0.0023297014999999997,0.0069962044999999995,0.0853747483,0.0201443698,0.0044193713,0.0012885873,0.0029610835,0.0,0.0,32.592116258344646,0.1357644694,0.0140981094,0.0025819904000000003,0.2279268959,0.0031101440999999996,0.0007205771000000001,0.5749443812,0.0072758143999999995,0.005802015400000001,0.0,0.0,0.0004879387,0.0157382722,0.0,0.0115493918,-30.347585757199997,0.9224524598,0.14594815279999998,0.8540518471999999,27.1121263052,0.8441757133,0.012352616299999999,0.0085614612,0.1341942813,0.0007159279,0.3087675964,0.5656136969,0.0004544035,0.0083498701,0.1168144332,0.46068754240000004,0.5212426038,0.0020838519,0.0028546203999999997,0.0,0.0,0.013131381499999999,0.0,0.0,0.3310386471,0.6689613529,21.867528106199998,1552.08727,4762.15554,41603005: Ward 5,2
19,ZA4163006,0.0,0.16530104810000001,0.8346989519,0.8746959619,0.021938650299999998,0.0005083199,0.0009882408,0.0005083199,0.0114424407,0.0194216808,0.0232835839,0.0248374006,0.0173626503,0.0,0.005012751,0.0,0.0,35.03356977097811,0.1049695728,0.012144823899999999,0.0005430721,0.178148362,0.0015726345,0.0026455972999999996,0.6805387836,0.004172879799999999,0.0080844844,0.00018286610000000001,0.0006890148,0.0,0.0050852757,0.0,0.0012226328999999998,-29.9588586171,0.8775003936,0.057629481100000005,0.9423705189,26.4157985703,0.8962681015999999,0.0443869393,0.0017551492000000002,0.0551782857,0.0024115242,0.2556511989,0.6112524694,0.0005045562,0.0233125532,0.1092792224,0.3896087489,0.5559877934,0.0345694988,0.0040566084999999995,0.0026838079999999998,0.0010452394,0.012048303,0.0,0.0,0.15770306539999998,0.8422969345999999,20.190361265099998,2292.3361,6543.25584,41603006: Ward 6,2
20,ZA4181001,2.4117122075,0.3816432617,0.6183567382999999,0.8667032515,0.0019009389000000001,0.0028475348,0.0049564358,0.0079953709,0.0155902527,0.0138751616,0.058684205,0.0200112523,0.0018769687,0.0010428447,0.0045157829,0.0,0.0,28.359320639875175,0.2360482158,0.0235101181,0.0044236309,0.1445035499,0.007778809100000001,0.0039922305,0.3789524941,0.11774248400000001,0.0149608033,0.0,0.00022674270000000001,0.0025714592,0.0093201212,0.0,0.055969341299999996,-28.691768401300003,0.9788599639,0.18290064469999998,0.8170993553,26.4822733881,0.7424440381999999,0.011637481699999999,0.0056775425,0.2385849385,0.0016559992,0.2452633716,0.5609061597999999,0.00047662910000000004,0.0542937717,0.1390600679,0.48701456880000005,0.5055269914,0.0025263423,0.0007618454,0.0,0.0008580942,0.0033121579,0.0,0.0,0.2735451911,0.7264548089,19.9221784181,1357.9395,4788.33579,41801001: Ward 1,2
21,ZA4181002,0.8478571215999999,0.1924799721,0.8075200279000001,0.6487909829999999,0.0034017151,0.0042050365,0.0004954556,0.00087483,0.10537860210000001,0.0021485123999999997,0.0712635444,0.1559395883,0.0005096934,0.0011291255,0.0058629136,0.0,0.0,29.87520960527758,0.11889095960000001,0.0155839967,0.004610864,0.1268967411,0.0066928047,0.0033730223,0.40161916329999997,0.2786217645,0.005345805899999999,0.0001472879,0.0006302879,0.0022154864999999998,0.002963512,0.0,0.0324083036,-28.6566983144,0.8814569128,0.072459472,0.927540528,26.381648041,0.8901498215000001,0.0194187707,0.0028827696,0.0863630014,0.0011856369,0.2492153322,0.5698508178,0.0,0.0361308913,0.14480295869999998,0.2641677303,0.6361490557,0.0629575544,0.0084676761,0.005686394799999999,0.0034993198999999997,0.0190722688,0.0,0.0,0.11007293970000001,0.8899270603,18.4153629101,2286.15853,7652.3598,41801002: Ward 2,2
22,ZA4181003,0.12898527029999998,0.1621766044,0.8378233956000001,0.8040513751999999,0.014179578200000001,0.0028017647,0.0007159844,0.0,0.005335624200000001,0.0069430955,0.032962940499999996,0.127359755,0.0025937928,0.0011618239999999999,0.0018942655,0.0,0.0,28.846088650796347,0.09850889480000001,0.0203209898,0.0014609739,0.10822435279999999,0.0052575344,0.0011704833999999999,0.7168972675,0.0316665504,0.011136759199999999,0.0013181554999999998,0.0013258313,0.0012006733,0.0013656892,0.0,0.0001458446,-28.726208254699998,0.8954376745999999,0.0638521593,0.9361478406999999,26.7566857105,0.9074009706,0.007096470400000001,0.0033475266999999998,0.08010143480000001,0.0020535975,0.2533043061,0.6090153857,0.0,0.014443989099999999,0.1232363192,0.270321466,0.6436914273,0.045500211799999996,0.0269085815,0.0018281842000000001,0.0005230591999999999,0.0112270701,0.0,0.0,0.1286378054,0.8713621946,22.8243860221,1977.8642,6856.611390000001,41801003: Ward 3,2
23,ZA4181004,0.0,0.2806075777,0.7193924223,0.8073994178,0.0045548461,0.0125790727,0.0008069465,0.0010088666,0.0033194811,0.0225346521,0.0404872652,0.1049353468,0.0,0.0,0.002374105,0.0,0.0,31.82774971561858,0.1840910393,0.0406015835,0.002026057,0.023844315699999997,0.0038489973,0.0012935722999999999,0.6157791504,0.012819828200000001,0.0157792375,0.0,0.0005017481,0.0,0.0041811552,0.0,0.09523331539999999,-28.6070257648,0.8488941889,0.1700566188,0.8299433812,27.1003623235,0.7951936217,0.0229701873,0.004273849000000001,0.1697057681,0.0078565739,0.22410992870000002,0.575356821,0.00024618270000000003,0.013087075600000001,0.18719999210000002,0.2814493685,0.6102776584,0.0073795258,0.006028920300000001,0.0018390022,0.0058735424,0.08715198240000001,0.0,0.0,0.3653954574,0.6346045426,24.995484529099997,1403.67421,4410.22134,41801004: Ward 4,2
24,ZA4181005,2.8479316199,0.1285460589,0.8714539411,0.8505872608,0.0028481593,0.0049685409,0.0004102206,0.00037467410000000006,0.0061727466,0.0319134935,0.0784552893,0.0204165781,0.0,0.0004220091,0.0034310276,0.0,0.0,27.327612712534034,0.053344762000000004,0.039603587,0.0014068881,0.0427185479,0.0029938886,0.0012303317,0.8204848365,0.0118568922,0.0196595053,0.0,0.0001184228,0.0012468539,0.0053354839,0.0,0.0,-28.533600997199997,0.9671113954,0.0319583585,0.9680416415,27.0017045938,0.970029435,0.0154602504,0.0023190299,0.0094798158,0.0027114689,0.30432250629999996,0.5535131632,0.0,0.015613897,0.1265504335,0.1208574853,0.8599369581999999,0.0108629529,0.002094447,0.0004102206,0.0,0.005837936,0.0,0.0,0.2286697929,0.7713302070999999,30.5872476746,2761.17279,10103.96634,41801005: Ward 5,2
25,ZA4181006,0.0,0.5700317004,0.4299682996,0.8184259862000001,0.0106626605,0.0565507244,0.0,0.0032359919,0.0197361096,0.0226707442,0.0045821094,0.0551820984,0.0055507075,0.0,0.003402868,0.0,0.0,13.790220394103406,0.1658830764,0.0160513199,0.00047325160000000004,0.0176357359,0.0024556774,0.0,0.1598175171,0.005880792199999999,0.0007722889,0.0,0.0002078984,0.0017772120999999998,0.009401923000000001,0.0,0.6196433071,-28.3900497972,0.8646342778,0.2447992422,0.7552007578000001,26.8793943438,0.7897084397,0.012886688899999998,0.0062601705,0.1855891352,0.0055555656,0.077463247,0.2646825133,0.0,0.0045295409,0.6533246988,0.7224117348000001,0.15269742960000002,0.0815376699,0.0200228039,0.005563968199999999,0.0016635126999999998,0.0161028809,0.0,0.0,0.39546148560000005,0.6045385144,12.334957096400002,720.17486,5222.3593200000005,41801006: Ward 6,0
26,ZA4181007,3.2366096739,0.09881016109999999,0.9011898389,0.8798704048999999,0.00048809849999999997,0.0029701895,0.0011604876,0.0011604876,0.0063564191,0.0005344058999999999,0.0409877436,0.051816906100000004,0.0,0.0005344058999999999,0.0141204513,0.0,0.0,32.09574358689301,0.0280594565,0.033497479100000005,0.0036536575,0.1428017051,0.0090883699,0.0008450921,0.7284240299,0.032187602999999995,0.0097237108,0.0021690859,0.0003276822,0.0030328082,0.0061893199,0.0,0.0,-28.407076776700002,0.9690187842,0.018698784,0.981301216,26.694691559499997,0.9885562281999999,0.0047345177,0.0024641534,0.0023276315,0.0019174692999999999,0.30332990309999996,0.5620185365,0.0,0.0235421039,0.11110945650000001,0.3775044976,0.6131991222,0.0025541495,0.0,0.0,0.0,0.0067422307999999995,0.0,0.0,0.1826094335,0.8173905665000001,31.1754073038,2119.53141,6603.777239999999,41801007: Ward 7,0
27,ZA4181008,3.2648452871,0.0978815233,0.9021184767,0.8019120089,0.0048619578,0.0009415875,0.0,0.0009415875,0.0009415875,0.0050580495,0.047755824,0.1358598969,0.0,0.0008675034,0.0008599969,0.0,0.0,24.988605481476018,0.0298820181,0.0245103575,0.0052819499,0.124476852,0.0044098501,0.0006836358,0.7589152159999999,0.0328887327,0.0133594106,0.0002485529,0.0004495074,0.0027376591,0.0021562579000000003,0.0,0.0,-28.4270812415,0.9626557134999999,0.017827367099999998,0.9821726329000001,26.696700105300003,0.9907609520999999,0.0050807212,0.0026958583000000003,0.0002485529,0.0012139155,0.2992071379,0.539972121,0.0002247537,0.0313571142,0.1292388732,0.0713006071,0.9207046319,0.0050159782,0.0,0.0,0.0,0.0029787828000000004,0.0,0.0,0.0972459233,0.9027540767,30.5681717275,1202.9577800000002,4814.02526,41801008: Ward 8,0
28,ZA4181009,3.2525976833,0.11006251789999999,0.8899374820999999,0.5945020034,0.0035336015999999997,0.0047701458,0.0005982273,0.00047849480000000005,0.0037224116,0.0472577301,0.021308292599999997,0.3073933289,0.0010767221,0.0005982273,0.0147608145,0.0,0.0,30.457559009302237,0.026832386200000002,0.010926617,0.0032723446,0.1113950024,0.00399353,0.0004272561,0.7880892467,0.0279591077,0.0103513907,0.0020102684,0.000423925,0.0053931827000000005,0.0053231155,0.0,0.003602627,-28.413986689,0.9524735551000001,0.022551490299999997,0.9774485097,26.708150259099998,0.9843559437,0.0068299168,0.0034694456,0.0041718304,0.0011728635,0.3355235028,0.5180507854999999,0.0005578127,0.014524805,0.131343094,0.3612693635,0.5017348663000001,0.029676960699999998,0.0844627222,0.0,0.0,0.022856087200000003,0.0,0.0,0.1501397378,0.8498602622,26.890251478299998,2367.19389,7772.106390000001,41801009: Ward 9,0
